Chrom	WinStart	WinStop	CMStops	Dark_Inf_Depth	Light_Inf_Depth	EF8N
2R	1404194	1415257	55.56819441	528.5	427	-0.03540144
2R	1415258	1426588	55.57311044	2110.5	1555	-0.119667955
2R	1426589	1470052	55.59196759	1058	834	-0.023757681
2R	1470053	1501709	55.60699975	1852	1379	-0.129876738
2R	1501710	1520756	55.62972484	2429	1695	-0.098911345
2R	1520757	1546285	55.66018364	3832	2678.5	-0.10564425
2R	1546286	1567605	55.68562066	1607.5	1150.5	-0.112333658
2R	1567606	1582586	55.70349458	2592.5	1845.5	-0.093979702
2R	1582587	1599196	55.72331207	2052.5	1435	-0.073864618
2R	1599197	1611529	55.72677236	1139	950	-0.133964638
2R	1611530	1621635	55.72896464	1471	1085.5	-0.047670238
2R	1621636	1632343	55.73128751	1537	1193	-0.132069129
2R	1632344	1648717	55.73483949	3335	2296.5	-0.052527885
2R	1648718	1665942	55.73857608	1933	1424	-0.069327713
2R	1665943	1678195	55.74123411	1246	1081.5	-0.087607204
2R	1678196	1694815	55.74483946	4590	3200.5	-0.122024242
2R	1694816	1710633	55.74827079	5525.5	3957.5	-0.113693068
2R	1710634	1729468	55.75235664	7140	5123.5	-0.103227643
2R	1729469	1750486	55.75691604	4531	3060	-0.11956057
2R	1750487	1767247	55.76055198	2436	1848	-0.08443683
2R	1767248	1784677	55.76433304	2647.5	2010	-0.100178563
2R	1784678	1812427	55.7677813	5658.5	3992.5	-0.063731835
2R	1812428	1832953	55.76798656	3696	2821.5	-0.096313363
2R	1832954	1848488	55.76814191	2299	1882	-0.080152789
2R	1848489	1870611	55.76836314	3658.5	2633	-0.096579764
2R	1870612	1890088	55.76855791	2715.5	1937.5	-0.043953334
2R	1890089	1911594	55.77242968	2852.5	2046	-0.049469198
2R	1911595	1929194	55.77815659	2761	2086	-0.027377519
2R	1929195	1946563	55.78380833	3743	2733.5	-0.131504259
2R	1946564	1965847	55.7900832	4463.5	3215.5	-0.105744104
2R	1965848	1998068	55.80056767	5507.5	4011	-0.084602814
2R	1998069	2014014	55.80879632	3189.5	2180	-0.064471784
2R	2014015	2029828	55.81737259	2991.5	2194.5	-0.079218456
2R	2029829	2045556	55.82590221	3056.5	2301.5	-0.017516283
2R	2045557	2060142	55.8338125	1140.5	844	-0.061334297
2R	2060143	2075741	55.84227217	2596	1797	-0.053772354
2R	2075742	2093821	55.85207733	3594.5	2454.5	-0.060760286
2R	2093822	2116675	55.85559508	3777.5	2615.5	-0.103821024
2R	2116676	2154236	55.85597069	5827	4363.5	-0.092260709
2R	2154237	2325076	55.878372	10255.5	7068	-0.08162005
2R	2325077	2352477	55.878646	2573	1765	-0.079525067
2R	2352478	2388019	55.87900142	2395	1724.5	-0.036042699
2R	2388020	2404418	55.88343392	3974.5	2872.5	-0.08977248
2R	2404419	2414777	55.89354614	2683	2097	-0.125065103
2R	2414778	2426158	55.90465602	3668	2715.5	-0.094054448
2R	2426159	2436687	55.91493419	3762.5	2634	-0.060642459
2R	2436688	2448658	55.92662002	3910.5	2844	-0.092726142
2R	2448659	2464157	55.94174979	5280	3741	-0.075923906
2R	2464158	2484466	55.96157499	5266	3695.5	-0.083778826
2R	2484467	2496390	55.97321493	3760	2824.5	-0.107368542
2R	2496391	2517577	55.98627131	4091.5	2891.5	-0.036307176
2R	2517578	2538777	55.99776852	5302	3578	-0.072943921
2R	2538778	2567415	56.0132995	3321.5	2435	-0.088405889
2R	2567416	2586322	56.02355316	5590.5	3711	-0.108726525
2R	2586323	2606985	56.03475915	5403	3409	-0.095997491
2R	2606986	2634819	56.04985411	5882	4071.5	-0.114004371
2R	2634820	2658150	56.062507	6130	4306.5	-0.061002467
2R	2658151	2673941	56.07107079	5151	3268.5	-0.057544029
2R	2673942	2686426	56.07784167	4165	2856	-0.065838517
2R	2686427	2705860	56.08583871	4946	3529.5	-0.085697418
2R	2705861	2722608	56.08765527	4797	3244	-0.109314559
2R	2722609	2738626	56.08939265	3769.5	2835.5	-0.057186825
2R	2738627	2754188	56.09108057	4498	3303	-0.105944959
2R	2754189	2772628	56.09308065	5124	3471	-0.104954694
2R	2772629	2786877	56.09462615	5968	4174	-0.09073622
2R	2786878	2801019	56.09616014	4795.5	3222.5	-0.061150094
2R	2801020	2814738	56.09764816	3584.5	2504	-0.101481403
2R	2814739	2833512	56.09968446	4221	3037	-0.035687165
2R	2833513	2856861	56.10221699	3169	2345	-0.046341258
2R	2856862	2873068	56.10397487	4334	2772.5	-0.047560258
2R	2873069	2896388	56.10650426	4142.5	2658	-0.048984115
2R	2896389	2910213	56.12572768	2502	1840.5	-0.10606351
2R	2910214	2925808	56.15448316	4373	3007	-0.073392281
2R	2925809	2937611	56.17624661	3115.5	2224	-0.039275159
2R	2937612	2952956	56.20454112	4755.5	3283.5	-0.038392478
2R	2952957	2964002	56.22490874	3408	2353	-0.089756739
2R	2964003	2977467	56.24973673	4563	3308	-0.096925038
2R	2977468	2989462	56.27185421	3100	2127	-0.089043259
2R	2989463	3001994	56.29215027	3884	2831	-0.075117864
2R	3001995	3016730	56.29854358	5318.5	3707.5	-0.055038522
2R	3016731	3030910	56.30469567	4673	3100	-0.126803021
2R	3030911	3043997	56.31037355	5909.5	3885	-0.122191385
2R	3043998	3059286	56.31700679	4945	3376	-0.072174746
2R	3059287	3076567	56.32450427	5526.5	3867	-0.084860569
2R	3076568	3095853	56.33287163	4857	3314	-0.089014845
2R	3095854	3117580	56.33848439	5178	3335.5	-0.069516002
2R	3117581	3139205	56.34317547	6217	4305.5	-0.052152135
2R	3139206	3161161	56.34793835	6185.5	3922	-0.064431578
2R	3161162	3179096	56.35182896	6461	4246	-0.040465856
2R	3179097	3193215	56.35489177	4361.5	2924.5	-0.096205456
2R	3193216	3205253	56.36035194	3693.5	2468	-0.094845886
2R	3205254	3220190	56.37169284	3717	2441	-0.06142415
2R	3220191	3231914	56.38059428	4480.5	3229	-0.060361478
2R	3231915	3243662	56.38951394	4864	3224.5	-0.051688693
2R	3243663	3256669	56.3993895	3971.5	2856.5	-0.093587207
2R	3256670	3265419	56.40603293	2030.5	1565.5	-0.076329812
2R	3265420	3280626	56.41757883	5803	3962	-0.09947778
2R	3280627	3291278	56.42566636	2658.5	1883	-0.048849524
2R	3291279	3302631	56.43856665	3309.5	2349.5	-0.080871538
2R	3302632	3309361	56.45462586	2562.5	1656	-0.047996665
2R	3309362	3329594	56.50290608	4961.5	3250.5	-0.092888099
2R	3329595	3344460	56.53837951	4367.5	2735.5	-0.060177873
2R	3344461	3359419	56.57407486	5488.5	3558.5	-0.041050115
2R	3359420	3378149	56.61876861	2823.5	2245.5	-0.08845167
2R	3378150	3403411	56.67275959	7767.5	5006	-0.137948216
2R	3403412	3429659	56.68699443	6545.5	4241.5	-0.095513581
2R	3429660	3445419	56.69554141	4306.5	2865	-0.047095875
2R	3445420	3467883	56.70772411	6761.5	4605.5	-0.070028747
2R	3467884	3484869	56.71693597	6067.5	4021.5	-0.065309723
2R	3484870	3493689	56.72171924	2980	2030	-0.113431353
2R	3493690	3510106	56.74816076	2364.5	1726	-0.037438808
2R	3510107	3522552	56.77650961	4363	2927.5	-0.102900875
2R	3522553	3531864	56.79772	4117.5	2928	-0.094917833
2R	3531865	3551498	56.8424413	5266	3605.5	-0.09179321
2R	3551499	3567455	56.87878733	5443.5	3736	-0.093810029
2R	3567456	3578199	56.90325945	3594.5	2395	-0.109857094
2R	3578200	3591247	56.9329795	3539.5	2446.5	-0.124944469
2R	3591248	3603742	56.95413429	3166.5	2444	-0.093044788
2R	3603743	3614837	56.95774452	2480	1784.5	-0.085205531
2R	3614838	3625724	56.96128707	1888.5	1402.5	-0.074710326
2R	3625725	3643223	56.96698112	2473	1800	-0.099110391
2R	3643224	3657961	56.97177675	2444	1823	-0.04846407
2R	3657962	3670205	56.97576086	1437	1092	-0.1137765
2R	3670206	3683480	56.98008045	3742.5	2621	-0.081427521
2R	3683481	3702894	56.99204765	8277.5	5101.5	-0.080471675
2R	3702895	3730726	57.05544192	4946	3190.5	-0.051489047
2R	3730727	3742462	57.08217357	3496.5	2367.5	-0.059742837
2R	3742463	3762273	57.12729804	3105	2162	-0.058738319
2R	3762274	3772188	57.14988191	3039	2173.5	-0.080687441
2R	3772189	3782018	57.17227217	3301	2279	-0.072990241
2R	3782019	3791149	57.19307028	3574.5	2493.5	-0.059466699
2R	3791150	3810450	57.21889789	4903	3281.5	-0.098435331
2R	3810451	3830673	57.22986525	5624	3770.5	-0.072935807
2R	3830674	3843546	57.23684654	3455	2568.5	-0.12077776
2R	3843547	3869873	57.25112423	6213.5	4140	-0.099041723
2R	3869874	3886725	57.26026342	6017.5	4088	-0.09565596
2R	3886726	3896550	57.26559172	3647.5	2416.5	-0.070871283
2R	3896551	3910379	57.27196576	4052	2636.5	-0.069201128
2R	3910380	3923530	57.27767141	4792.5	3292	-0.110497788
2R	3923531	3936035	57.28309678	3863.5	2789	-0.084526078
2R	3936036	3958291	57.2927527	3617.5	2614	-0.089892729
2R	3958292	3979760	57.30206717	6439.5	4099	-0.099198583
2R	3979761	4012103	57.32791404	6102	4294	-0.06130236
2R	4012104	4032600	57.35681551	3819.5	2652	-0.05805869
2R	4032601	4044423	57.37348635	2822.5	1993	-0.001736964
2R	4044424	4060396	57.39600883	3953	2474.5	-0.059987313
2R	4060397	4074204	57.41547858	2260	1753.5	-0.061356928
2R	4074205	4083998	57.42928846	2315	1704.5	-0.050015745
2R	4083999	4092691	57.44154589	2625.5	2037.5	-0.068468843
2R	4092692	4108447	57.45368429	6183	4104.5	-0.063253619
2R	4108448	4122786	57.45679482	4755.5	3273.5	-0.047842418
2R	4122787	4135356	57.45952161	4629.5	2982.5	-0.07616471
2R	4135357	4142220	57.46101061	1627	1154	-0.067269219
2R	4142221	4152439	57.4632274	3377.5	2269.5	-0.035428815
2R	4152440	4161032	57.46509147	2393	1564	-0.081505479
2R	4161033	4170500	57.46714534	1796.5	1373	-0.065049363
2R	4170501	4180582	57.46933241	1736.5	1200	-0.133564895
2R	4180583	4190334	57.4714479	3119.5	2235.5	-0.10155767
2R	4190335	4200152	57.47367658	1734	1248	-0.120341876
2R	4200153	4207749	57.48026859	2387.5	1696.5	-0.103674212
2R	4207750	4220034	57.49092845	2173	1596	-0.020629365
2R	4220035	4231854	57.50118483	2662	2080	-0.081801099
2R	4231855	4246460	57.51385865	4384.5	2996	-0.061423489
2R	4246461	4263741	57.52885361	4342.5	3013.5	-0.060485958
2R	4263742	4278337	57.54151875	3842	2776.5	-0.052984153
2R	4278338	4298110	57.55867605	4477	3203	-0.075020914
2R	4298111	4308347	57.56212679	2835	2175.5	-0.075332257
2R	4308348	4318095	57.56424141	3752.5	2853.5	-0.068062991
2R	4318096	4326174	57.56599398	2347.5	1640	-0.10518265
2R	4326175	4336733	57.56828452	2991.5	2249	-0.070965189
2R	4336734	4356261	57.5725207	5826.5	3899.5	-0.058738807
2R	4356262	4369892	57.57547765	4950.5	3319	-0.103456247
2R	4369893	4383317	57.57838991	3136.5	2247	-0.001385519
2R	4383318	4396491	57.58124773	3342	2643.5	-0.051765973
2R	4396492	4406805	57.59086609	3107	2407.5	-0.040937328
2R	4406806	4419529	57.60742727	3419.5	2562.5	-0.072184725
2R	4419530	4431500	57.62300837	2338	1677.5	-0.013316304
2R	4431501	4442498	57.63732304	2222	1735	-0.053045627
2R	4442499	4454781	57.65331023	2805.5	2013.5	-0.053382455
2R	4454782	4465173	57.66683614	3801.5	2606.5	-0.071402236
2R	4465174	4474055	57.67839669	3220	2047.5	-0.063007885
2R	4474056	4482594	57.6895108	3745.5	2659	-0.051392983
2R	4482595	4492023	57.7017833	2943.5	2097.5	-0.076368708
2R	4492024	4501132	57.71339376	3180	2221	-0.067507454
2R	4501133	4513402	57.72670232	4373	2856.5	-0.047563448
2R	4513403	4524302	57.73852491	4339.5	2940	-0.060075906
2R	4524303	4532491	57.74740704	2566.5	1897	-0.033459729
2R	4532492	4545889	57.76193908	4040	2830.5	-0.042231723
2R	4545890	4556834	57.77381048	4884.5	3094	-0.085580178
2R	4556835	4572516	57.79081983	3420	2484.5	-0.061161913
2R	4572517	4583372	57.80259471	3549	2321	-0.05956839
2R	4583373	4594424	57.81458217	4484.5	2858	-0.082387106
2R	4594425	4606895	57.82287366	3242	1854	-0.026807519
2R	4606896	4626338	57.82920026	5755.5	3917.5	-0.084048502
2R	4626339	4645147	57.83532057	4677	3279	-0.0932074
2R	4645148	4657989	57.83949926	3235.5	2348	-0.068079848
2R	4657990	4676180	57.84541848	3563.5	2469	-0.069348313
2R	4676181	4689913	57.8498871	4025	2663.5	-0.060955917
2R	4689914	4703803	57.85523178	4729	3385.5	-0.085102657
2R	4703804	4719054	57.86350272	5276.5	3603	-0.067456653
2R	4719055	4733827	57.87151443	3805.5	2897	-0.06323123
2R	4733828	4751219	57.88094647	4843.5	3519	-0.079316954
2R	4751220	4772344	57.892403	7113	4509.5	-0.0926874
2R	4772345	4804681	57.91349406	8004	5072	-0.06011325
2R	4804682	4834573	57.9524006	5394.5	3620.5	-0.083366834
2R	4834574	4857713	57.98251893	4140	2939.5	-0.086375942
2R	4857714	4879205	58.01049228	5744	3723.5	-0.102965124
2R	4879206	4897846	58.03475485	5741.5	3836	-0.061182066
2R	4897847	4910382	58.05219747	5903	3516	-0.006180352
2R	4910383	4921386	58.06771349	3212.5	2350.5	-0.02856762
2R	4921387	4928201	58.07732287	2988.5	1989	-0.096611425
2R	4928202	4938807	58.0922777	4373.5	2672	-0.025574704
2R	4938808	4947846	58.105023	2600	1807.5	-0.067807445
2R	4947847	4960539	58.12292056	3581.5	2487	-0.079103985
2R	4960540	4975424	58.14390892	3774.5	2507	-0.068570057
2R	4975425	5000184	58.17872154	4857	3390.5	-0.062787756
2R	5000185	5023946	58.19934015	7264.5	4911.5	-0.048471943
2R	5023947	5038480	58.2119515	4755	3362.5	-0.046787686
2R	5038481	5061972	58.23233582	5831	3972	-0.062240222
2R	5061973	5079393	58.24745226	5825.5	3936.5	-0.057627327
2R	5079394	5089266	58.25601919	3346.5	2047.5	-0.066558363
2R	5089267	5101362	58.26621959	5179.5	3454.5	-0.084038351
2R	5101363	5112156	58.27324416	3561.5	2549	-0.068314338
2R	5112157	5123897	58.28088503	5066.5	3154	-0.093855859
2R	5123898	5132528	58.28650196	2814.5	2217.5	-0.127890193
2R	5132529	5142074	58.29271435	2685.5	1822.5	-0.134466301
2R	5142075	5152305	58.29937253	5310.5	3163	-0.10128371
2R	5152306	5164174	58.3070967	2554.5	2020	-0.068570295
2R	5164175	5181507	58.31837676	4849	3387	-0.098979429
2R	5181508	5196796	58.32832661	4421	3111	-0.081947281
2R	5196797	5212691	58.36207174	4799.5	3159	-0.034217661
2R	5212692	5220097	58.38054732	2129	1590.5	-0.030388315
2R	5220098	5229590	58.40422928	2391	1728	-0.045733289
2R	5229591	5237489	58.42393472	2380.5	1716	-0.021940615
2R	5237490	5256272	58.47079223	2549.5	1841.5	-0.068223057
2R	5256273	5269436	58.50363215	4370.5	2750.5	-0.042150421
2R	5269437	5280263	58.53064201	3087.5	2296.5	-0.010076216
2R	5280264	5287738	58.54928971	4760	2821.5	-0.033431751
2R	5287739	5295645	58.56901512	3281.5	2326	-0.02407967
2R	5295646	5303162	58.59737054	2268.5	1566.5	0.000859446
2R	5303163	5309472	58.6322754	2260.5	1576.5	-0.045474047
2R	5309473	5317600	58.67723684	3563	2338	-0.023312681
2R	5317601	5329525	58.74320205	4049.5	2954	-0.069294937
2R	5329526	5338510	58.79290413	3220	2281.5	-0.026568082
2R	5338511	5344718	58.82724476	1648	1051	-0.034873945
2R	5344719	5353297	58.87470099	2336.5	1735.5	0.023494665
2R	5353298	5362269	58.92433116	3831	2736.5	-0.031288346
2R	5362270	5383480	59.04166349	3168	2417.5	-0.092509827
2R	5383481	5390170	59.07867038	2837	2015	-0.082302492
2R	5390171	5398743	59.12609342	3655.5	2451.5	-0.026689141
2R	5398744	5411314	59.16249862	3659	2567	-0.039961512
2R	5411315	5424386	59.19652687	5641	3677	-0.047706708
2R	5424387	5436275	59.22747561	3017.5	2254	-0.033393719
2R	5436276	5446498	59.25408751	3344.5	2476.5	-0.051049567
2R	5446499	5461219	59.29240834	5370	3658.5	-0.069849683
2R	5461220	5475869	59.33054435	5352.5	3632	-0.049919332
2R	5475870	5489080	59.36493444	6078.5	3980	-0.040446528
2R	5489081	5502010	59.39575887	4717.5	3182	-0.055602022
2R	5502011	5510805	59.40625224	2504	1859.5	-0.016370263
2R	5510806	5522178	59.41982143	3244	2289	-0.023835997
2R	5522179	5531863	59.43137667	2599	2036.5	-0.05768048
2R	5531864	5546335	59.4486433	2873	2190.5	-0.078638281
2R	5546336	5561535	59.46677851	3753	2820.5	-0.102606611
2R	5561536	5579162	59.48780939	3621.5	2742	-0.06121172
2R	5579163	5588429	59.4988659	2688.5	2066.5	-0.109108631
2R	5588430	5597324	59.50947858	2950.5	1996.5	-0.056908165
2R	5597325	5608144	59.54447133	2787.5	1770.5	-0.03718665
2R	5608145	5623613	59.6048733	1820.5	1375	-0.067648664
2R	5623614	5631424	59.63537299	1981.5	1441.5	-0.036111642
2R	5631425	5639700	59.66768838	2627	2071.5	-0.119753926
2R	5639701	5646730	59.6951385	2209	1586	-0.109898104
2R	5646731	5653715	59.7224129	3185.5	2151.5	-0.061602435
2R	5653716	5663701	59.76140534	4644	3014	-0.112167674
2R	5663702	5673454	59.79948798	2814.5	2144.5	-0.157435119
2R	5673455	5680658	59.82761752	2726	2004	-0.135352189
2R	5680659	5688585	59.85857016	3759.5	2548	-0.13784825
2R	5688586	5696720	59.89033498	3988	2706.5	-0.158259076
2R	5696721	5705708	59.90933358	3461.5	2189	-0.115318544
2R	5705709	5717158	59.92175273	5968.5	3617.5	-0.129270187
2R	5717159	5736333	59.94255074	5260.5	3638.5	-0.131699105
2R	5736334	5757098	59.96507333	4657.5	3028	-0.063573344
2R	5757099	5782816	59.99296814	7180.5	4823.5	-0.034872635
2R	5782817	5796221	60.00750777	5186	3476	-0.079696569
2R	5796222	5812324	60.02096359	5630.5	3662	-0.06072614
2R	5812325	5825224	60.03075791	3427	2327.5	-0.064854405
2R	5825225	5838952	60.04118088	3157.5	2365.5	-0.076058685
2R	5838953	5856656	60.05462263	4285	3126	-0.052230529
2R	5856657	5868983	60.06398189	5096	3011.5	-0.089819423
2R	5868984	5882823	60.07448991	4574.5	3141	-0.123702547
2R	5882824	5891867	60.08135656	3195.5	2147	-0.072524367
2R	5891868	5900512	60.08842007	1870.5	1396	-0.052659916
2R	5900513	5909878	60.10467408	1622.5	1222.5	-0.07529727
2R	5909879	5923441	60.12821168	2636.5	2122.5	-0.074717603
2R	5923442	5939063	60.15532252	3894	2571	-0.078900355
2R	5939064	5951953	60.17769217	4466.5	3165	-0.080125729
2R	5951954	5963368	60.19750207	4734	3176.5	-0.087151386
2R	5963369	5974711	60.21718702	3527.5	2623.5	-0.071143999
2R	5974712	5987739	60.23979616	3411.5	2402	-0.042504222
2R	5987740	6006458	60.26737842	4107.5	2852	-0.076527069
2R	6006459	6018630	60.27926045	3243	2290	-0.056465321
2R	6018631	6028082	60.28848729	3345	2274	-0.074225745
2R	6028083	6037182	60.2973705	3876.5	2383	-0.09455017
2R	6037183	6045384	60.30537711	2912	1909.5	-0.113458354
2R	6045385	6052880	60.31269454	2458	1736.5	-0.075942643
2R	6052881	6059604	60.31925836	2276	1544	-0.026828639
2R	6059605	6075944	60.3352091	1902.5	1444	-0.083052749
2R	6075945	6082462	60.34157183	1892	1438	-0.05376527
2R	6082463	6087113	60.34611203	1435.5	993.5	-0.059779164
2R	6087114	6096401	60.35517877	2327	1641	-0.093015619
2R	6096402	6103151	60.3689451	2114.5	1589.5	-0.019482423
2R	6103152	6110201	60.39188527	1123	949	-0.075474838
2R	6110202	6118509	60.41891889	1671	1137	-0.094503145
2R	6118510	6125303	60.44102606	4439.5	2609	-0.098047354
2R	6125304	6130558	60.45812543	2018	1308	-0.119033828
2R	6130559	6137423	60.48046363	3790	2138	-0.035419036
2R	6137424	6142065	60.49556836	2146	1414	-0.107853197
2R	6142066	6146992	60.51160045	1847	1235.5	-0.098699754
2R	6146993	6152061	60.52809459	1418.5	950	-0.098916553
2R	6152062	6158311	60.54843163	2869.5	1856.5	-0.065109417
2R	6158312	6164537	60.56869057	1880.5	1233	-0.045629281
2R	6164538	6172726	60.59533697	5823.5	3547.5	-0.044573183
2R	6172727	6180775	60.62152781	2509	1659	-0.130059589
2R	6180776	6189258	60.64913086	5783.5	3434	-0.043368731
2R	6189259	6194730	60.66693634	2533.5	1663.5	-0.032920729
2R	6194731	6202915	60.69072418	4447	3007	-0.128106003
2R	6202916	6209313	60.70529721	4454	2742.5	-0.08698737
2R	6209314	6220668	60.73116104	5087.5	3484	-0.034941497
2R	6220669	6229348	60.75093189	3460	2413.5	-0.120500296
2R	6229349	6237203	60.7688236	1925	1448.5	-0.093938662
2R	6237204	6244813	60.78615726	1881.5	1527	-0.02794917
2R	6244814	6250175	60.79837054	1887	1417.5	-0.076293167
2R	6250176	6258154	60.81654469	2283.5	1618	-0.022412019
2R	6258155	6264013	60.82989002	1524.5	1170.5	-0.083650507
2R	6264014	6268403	60.83988933	1628	1217	-0.125746312
2R	6268404	6274875	60.85463092	2022	1455	-0.063179306
2R	6274876	6279452	60.86505617	1238.5	837	-0.038598155
2R	6279453	6284571	60.87671596	952	691.5	0.059628412
2R	6284572	6290634	60.89052594	1454.5	1068.5	-0.06546616
2R	6290635	6295886	60.90248868	1657	1151	-0.050650392
2R	6295887	6302303	60.91635557	1668	1257.5	-0.077093592
2R	6302304	6307424	60.92635359	1128.5	830	0.007918313
2R	6307425	6312683	60.93662102	1439.5	1093.5	-0.058614368
2R	6312684	6319559	60.95004542	1339.5	906.5	-0.007177036
2R	6319560	6326048	60.96271425	1978	1405	-0.046520227
2R	6326049	6331709	60.97376653	1533.5	1098.5	0.008805635
2R	6331710	6338317	60.9866677	1997.5	1431.5	-0.024715453
2R	6338318	6343871	60.99751108	1423	1108.5	0.00298596
2R	6343872	6353291	61.01590227	1897	1424.5	-0.058495447
2R	6353292	6360274	61.02953556	4240	2823.5	-0.010726488
2R	6360275	6368476	61.04554878	3275.5	2213.5	-0.001050396
2R	6368477	6374913	61.05811609	2272.5	1377	-0.095569292
2R	6374914	6385587	61.07895553	2757	1677.5	-0.011056783
2R	6385588	6397128	61.10148767	2893	1676.5	-0.117491501
2R	6397129	6411758	61.13642731	2850.5	1841.5	-0.061175887
2R	6411759	6430694	61.1836665	3565.5	2638	-0.045870175
2R	6430695	6437788	61.20136373	1370	974	-0.007906987
2R	6437789	6442810	61.213892	723.5	557.5	-0.09318293
2R	6442811	6448154	61.22722355	745.5	582	-0.038371326
2R	6448155	6451899	61.23656611	845	613	0.003443674
2R	6451900	6461011	61.2592976	1699	1231.5	-0.103577187
2R	6461012	6468489	61.27795279	1541.5	1287.5	-0.035622766
2R	6468490	6484246	61.3172614	2103.5	1531	-0.02104472
2R	6484247	6490836	61.33370132	1404	1074.5	-0.064347834
2R	6490837	6498553	61.35295273	1482	1096	-0.066550202
2R	6498554	6507172	61.37212057	2240.5	1541	-0.008396974
2R	6507173	6526680	61.41443895	2647.5	1718	-0.054690243
2R	6526681	6533054	61.42826597	3406.5	2215.5	-0.070632517
2R	6533055	6537028	61.4368867	2806.5	1996	-0.112802464
2R	6537029	6542777	61.44935791	1655	1248	-0.091629989
2R	6542778	6555887	61.47779722	1948.5	1371.5	-0.028260799
2R	6555888	6560549	61.48791042	1554.5	1170.5	-0.119636229
2R	6560550	6566103	61.49995862	1742	1281.5	-0.052421889
2R	6566104	6573429	61.51585079	2210.5	1612.5	-0.115015801
2R	6573430	6579276	61.5285346	1766.5	1341	-0.085608743
2R	6579277	6586609	61.54444195	2458.5	1574.5	-0.053701154
2R	6586610	6592538	61.55730364	2517.5	1804.5	-0.090190915
2R	6592539	6599348	61.57207646	6017.5	3372	-0.099747683
2R	6599349	6608166	61.60006243	5726.5	3458.5	-0.088000425
2R	6608167	6617712	61.63112441	3824	2492	-0.089924329
2R	6617713	6625827	61.65753001	2949.5	2080	-0.134461154
2R	6625828	6633593	61.6828	2900	1992.5	-0.116321252
2R	6633594	6640507	61.70529764	2181.5	1533	-0.092652152
2R	6640508	6646914	61.72614554	3859.5	2352.5	-0.064626196
2R	6646915	6653076	61.74619623	1610.5	1242.5	-0.065158077
2R	6653077	6660430	61.7701256	1498	1170.5	-0.083266154
2R	6660431	6667054	61.7916796	1319.5	1040.5	-0.062029537
2R	6667055	6672744	61.81019444	1144.5	868.5	-0.149219175
2R	6672745	6678672	61.82948371	1081.5	772.5	-0.119622436
2R	6678673	6683603	61.84552881	1055	820.5	-0.110108539
2R	6683604	6690321	61.86738868	2556.5	1553	-0.091399878
2R	6690322	6700449	61.90083141	3261	2321	-0.107987222
2R	6700450	6712838	61.95458192	5328.5	3605	-0.086701488
2R	6712839	6720799	61.98912126	2979	2025.5	-0.091243721
2R	6720800	6727888	62.01987736	3744.5	2397	-0.122226086
2R	6727889	6734284	62.04762684	4195.5	2840	-0.055790595
2R	6734285	6739421	62.06991406	1595	1099.5	-0.0011583
2R	6739422	6744229	62.09077389	1449.5	1128.5	-0.081858642
2R	6744230	6748166	62.10785483	1167	853.5	-0.053231143
2R	6748167	6752648	62.12730029	1484	1128	-0.093455136
2R	6752649	6757704	62.14923609	783.5	621	-0.118408391
2R	6757705	6764413	62.17834353	2689	1705.5	-0.043582845
2R	6764414	6773718	62.2187139	4644	2912	-0.034951424
2R	6773719	6785211	62.26857706	5594	3695	-0.064342299
2R	6785212	6790541	62.29170162	1975.5	1294.5	-0.07955429
2R	6790542	6797068	62.32001945	2428	1808	-0.04807138
2R	6797069	6802492	62.34057859	1690.5	1230	-0.044168026
2R	6802493	6809654	62.36310638	1974	1436.5	-0.073263254
2R	6809655	6815536	62.38160798	1461.5	1240.5	-0.042600189
2R	6815537	6822552	62.40367654	1833	1364	-0.110638592
2R	6822553	6827684	62.41981905	2011	1440.5	-0.102267477
2R	6827685	6834744	62.44202601	2644	1851	-0.11420772
2R	6834745	6848499	62.48529183	2264.5	1602	-0.117618195
2R	6848500	6854990	62.50570902	1906	1356.5	-0.126834461
2R	6854991	6860591	62.52332674	2422	1635	-0.074224274
2R	6860592	6868819	62.5492076	1799	1335	-0.084057573
2R	6868820	6876925	62.57470471	2091.5	1528.5	-0.051038821
2R	6876926	6885794	62.60260181	4247.5	2706.5	-0.05829578
2R	6885795	6893233	62.62600089	2600	1809.5	-0.091149696
2R	6893234	6914683	62.76513716	2026.5	1403	-0.061663889
2R	6914684	6920481	62.81167394	1862	1292.5	-0.063901213
2R	6920482	6926827	62.86260915	2626.5	1964	-0.078218714
2R	6926828	6934123	62.9211694	1967	1618.5	-0.083183838
2R	6934124	6943109	62.99329418	2916	2042.5	-0.109672613
2R	6943110	6950928	63.0560522	2028.5	1523.5	-0.025983753
2R	6950929	6958478	63.11665114	3313.5	2414	-0.052873419
2R	6958479	6970618	63.21409103	3816.5	2939	-0.055765383
2R	6970619	6981551	63.30184311	3263	2389.5	-0.070734757
2R	6981552	6988765	63.35974519	1392	1130	-0.078722413
2R	6988766	6995203	63.41141883	1327.5	1025.5	-0.101284633
2R	6995204	7000425	63.45167293	1209	833.5	-0.072695305
2R	7000426	7005484	63.4725243	1724.5	1158	-0.064219553
2R	7005485	7015787	63.51498955	1647.5	1114	-0.058790776
2R	7015788	7021277	63.53761734	1441.5	1041	-0.075712114
2R	7021278	7024101	63.54925685	706.5	510.5	-0.110942806
2R	7024102	7028266	63.56642348	1299	957	-0.03689899
2R	7028267	7032304	63.58306666	605.5	488.5	0.022522863
